article_id,batch_id,category,status,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,local_scope,requires_sources,source_policy,internal_link_targets,commercial_link_target,agent_retrieval,author,score,quality_status,repair_attempts,published_date,last_checked,notes
BA-0001,B01,APP,PUBLISHED,app thuê xe máy là gì,App & Ứng dụng; app thuê xe máy là gì,informational-product,App Thuê xe Máy là gì,app-thue-xe-may-la-gi,blog/app/app-thue-xe-may-la-gi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,2026-09-26,2026-09-26,pilot/fixture
BA-0468,B10,LOCAL,PLANNED,bảo tàng hà nội hành trình hai ngày một đêm,Địa phương / du lịch; bảo tàng hà nội hành trình hai ngày một đêm,local-informational,Bảo Tàng hà Nội Hành Trình Hai Ngày Một Đêm,bao-tang-ha-noi-hanh-trinh-hai-ngay-mot-dem,blog/dia-phuong/bao-tang-ha-noi-hanh-trinh-hai-ngay-mot-dem/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0469,B10,APP,PLANNED,cách hỏi giá xe nhanh bằng chatbot năm 2026,App & Ứng dụng; cách hỏi giá xe nhanh bằng chatbot năm 2026,informational-product,Cách Hỏi Giá xe Nhanh Bằng Chatbot Năm 2026,cach-hoi-gia-xe-nhanh-bang-chatbot-nam-2026,blog/app/cach-hoi-gia-xe-nhanh-bang-chatbot-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0470,B10,RENT,PLANNED,điều kiện thuê xe máy ở hà nội kỳ nghĩ lễ,Thuê xe máy; điều kiện thuê xe máy ở hà nội kỳ nghĩ lễ,commercial-informational,Điều Kiện Thuê xe Máy ở hà Nội kỳ Nghĩ lễ,dieu-kien-thue-xe-may-o-ha-noi-ky-nghi-le,blog/thue-xe/dieu-kien-thue-xe-may-o-ha-noi-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0471,B10,EV,PLANNED,cách giữ pin bền khi thuê xe điện cho khách du lịch,Xe điện / xe máy điện; cách giữ pin bền khi thuê xe điện cho khách du lịch,informational-product,Cách Giữ Pin Bền Khi Thuê xe Điện Cho Khách du Lịch,cach-giu-pin-ben-khi-thue-xe-dien-cho-khach-du-lich,blog/xe-dien/cach-giu-pin-ben-khi-thue-xe-dien-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0472,B10,GUIDE,PLANNED,sửa xe nhỏ khi đang thuê cho người mới,Hướng dẫn / thủ tục; sửa xe nhỏ khi đang thuê cho người mới,informational,Sửa xe Nhỏ Khi Đang Thuê Cho Người Mới,sua-xe-nho-khi-dang-thue-cho-nguoi-moi,blog/huong-dan/sua-xe-nho-khi-dang-thue-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0473,B10,SAFE,PLANNED,ngập nước và xe máy cho du khách,An toàn / pháp lý; ngập nước và xe máy cho du khách,informational-legal,Ngập Nước và xe Máy Cho du Khách,ngap-nuoc-va-xe-may-cho-du-khach,blog/an-toan/ngap-nuoc-va-xe-may-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0474,B10,LOCAL,PLANNED,phố sách hà nội hai ngày một đêm,Địa phương / du lịch; phố sách hà nội hai ngày một đêm,local-informational,Phố Sách hà Nội Hai Ngày Một Đêm,pho-sach-ha-noi-hai-ngay-mot-dem,blog/dia-phuong/pho-sach-ha-noi-hai-ngay-mot-dem/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0475,B10,APP,PLANNED,gợi ý chọn xe máy phù hợp năm 2026,App & Ứng dụng; gợi ý chọn xe máy phù hợp năm 2026,informational-product,Gợi ý Chọn xe Máy Phù Hợp Năm 2026,goi-y-chon-xe-may-phu-hop-nam-2026,blog/app/goi-y-chon-xe-may-phu-hop-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0476,B10,RENT,PLANNED,thuê xe không bằng lái được không kỳ nghĩ lễ,Thuê xe máy; thuê xe không bằng lái được không kỳ nghĩ lễ,commercial-informational,Thuê xe Không Bằng Lái Được Không kỳ Nghĩ lễ,thue-xe-khong-bang-lai-duoc-khong-ky-nghi-le,blog/thue-xe/thue-xe-khong-bang-lai-duoc-khong-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0477,B10,EV,PLANNED,hết pin giữa đường phải làm gì cho khách du lịch,Xe điện / xe máy điện; hết pin giữa đường phải làm gì cho khách du lịch,informational-product,Hết Pin Giữa Đường Phải Làm gì Cho Khách du Lịch,het-pin-giua-duong-phai-lam-gi-cho-khach-du-lich,blog/xe-dien/het-pin-giua-duong-phai-lam-gi-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0478,B10,GUIDE,PLANNED,gặp cảnh sát giao thông với xe thuê cho người mới,Hướng dẫn / thủ tục; gặp cảnh sát giao thông với xe thuê cho người mới,informational,Gặp Cảnh Sát Giao Thông Với xe Thuê Cho Người Mới,gap-canh-sat-giao-thong-voi-xe-thue-cho-nguoi-moi,blog/huong-dan/gap-canh-sat-giao-thong-voi-xe-thue-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0479,B10,SAFE,PLANNED,trộm xe và phòng ngừa cho du khách,An toàn / pháp lý; trộm xe và phòng ngừa cho du khách,informational-legal,Trộm xe và Phòng Ngừa Cho du Khách,trom-xe-va-phong-ngua-cho-du-khach,blog/an-toan/trom-xe-va-phong-ngua-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0480,B10,LOCAL,PLANNED,nhà thờ lớn hà nội hai ngày một đêm,Địa phương / du lịch; nhà thờ lớn hà nội hai ngày một đêm,local-informational,Nhà Thờ Lớn hà Nội Hai Ngày Một Đêm,nha-tho-lon-ha-noi-hai-ngay-mot-dem,blog/dia-phuong/nha-tho-lon-ha-noi-hai-ngay-mot-dem/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0481,B10,APP,PLANNED,tính chi phí thuê xe theo ngày tuần tháng năm 2026,App & Ứng dụng; tính chi phí thuê xe theo ngày tuần tháng năm 2026,informational-product,Tính Chi Phí Thuê xe Theo Ngày Tuần Tháng Năm 2026,tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-nam-2026,blog/app/tinh-chi-phi-thue-xe-theo-ngay-tuan-thang-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0482,B10,RENT,PLANNED,bằng lái a1 và thuê xe máy kỳ nghĩ lễ,Thuê xe máy; bằng lái a1 và thuê xe máy kỳ nghĩ lễ,commercial-informational,Bằng Lái a1 và Thuê xe Máy kỳ Nghĩ lễ,bang-lai-a1-va-thue-xe-may-ky-nghi-le,blog/thue-xe/bang-lai-a1-va-thue-xe-may-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0483,B10,EV,PLANNED,trạm đổi pin cho khách du lịch,Xe điện / xe máy điện; trạm đổi pin cho khách du lịch,informational-product,Trạm Đổi Pin Cho Khách du Lịch,tram-doi-pin-cho-khach-du-lich,blog/xe-dien/tram-doi-pin-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0484,B10,GUIDE,PLANNED,giấy tờ người nước ngoài thuê xe cho người mới,Hướng dẫn / thủ tục; giấy tờ người nước ngoài thuê xe cho người mới,informational,Giấy tờ Người Nước Ngoài Thuê xe Cho Người Mới,giay-to-nguoi-nuoc-ngoai-thue-xe-cho-nguoi-moi,blog/huong-dan/giay-to-nguoi-nuoc-ngoai-thue-xe-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0485,B10,SAFE,PLANNED,camera phạt nguội khi thuê xe cho du khách,An toàn / pháp lý; camera phạt nguội khi thuê xe cho du khách,informational-legal,Camera Phạt Nguội Khi Thuê xe Cho du Khách,camera-phat-nguoi-khi-thue-xe-cho-du-khach,blog/an-toan/camera-phat-nguoi-khi-thue-xe-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0486,B10,LOCAL,PLANNED,làng gốm bát tràng hai ngày một đêm,Địa phương / du lịch; làng gốm bát tràng hai ngày một đêm,local-informational,Làng Gốm Bát Tràng Hai Ngày Một Đêm,lang-gom-bat-trang-hai-ngay-mot-dem,blog/dia-phuong/lang-gom-bat-trang-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0487,B10,APP,PLANNED,ứng dụng tìm xe máy giá tốt năm 2026,App & Ứng dụng; ứng dụng tìm xe máy giá tốt năm 2026,informational-product,Ứng Dụng Tìm xe Máy Giá Tốt Năm 2026,ung-dung-tim-xe-may-gia-tot-nam-2026,blog/app/ung-dung-tim-xe-may-gia-tot-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0488,B10,RENT,PLANNED,người nước ngoài thuê xe máy việt nam kỳ nghĩ lễ,Thuê xe máy; người nước ngoài thuê xe máy việt nam kỳ nghĩ lễ,commercial-informational,Người Nước Ngoài Thuê xe Máy Việt Nam kỳ Nghĩ lễ,nguoi-nuoc-ngoai-thue-xe-may-viet-nam-ky-nghi-le,blog/thue-xe/nguoi-nuoc-ngoai-thue-xe-may-viet-nam-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0489,B10,EV,PLANNED,app theo dõi pin xe điện cho khách du lịch,Xe điện / xe máy điện; app theo dõi pin xe điện cho khách du lịch,informational-product,App Theo Dõi Pin xe Điện Cho Khách du Lịch,app-theo-doi-pin-xe-dien-cho-khach-du-lich,blog/xe-dien/app-theo-doi-pin-xe-dien-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0490,B10,GUIDE,PLANNED,dịch công chứng giấy tờ thuê xe cho người mới,Hướng dẫn / thủ tục; dịch công chứng giấy tờ thuê xe cho người mới,informational,Dịch Công Chứng Giấy tờ Thuê xe Cho Người Mới,dich-cong-chung-giay-to-thue-xe-cho-nguoi-moi,blog/huong-dan/dich-cong-chung-giay-to-thue-xe-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0491,B10,SAFE,PLANNED,phạt nguội và xe thuê cho du khách,An toàn / pháp lý; phạt nguội và xe thuê cho du khách,informational-legal,Phạt Nguội và xe Thuê Cho du Khách,phat-nguoi-va-xe-thue-cho-du-khach,blog/an-toan/phat-nguoi-va-xe-thue-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0492,B10,LOCAL,PLANNED,bát tràng gốm xe máy hai ngày một đêm,Địa phương / du lịch; bát tràng gốm xe máy hai ngày một đêm,local-informational,Bát Tràng Gốm xe Máy Hai Ngày Một Đêm,bat-trang-gom-xe-may-hai-ngay-mot-dem,blog/dia-phuong/bat-trang-gom-xe-may-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0493,B10,APP,PLANNED,app hỗ trợ thủ tục thuê xe năm 2026,App & Ứng dụng; app hỗ trợ thủ tục thuê xe năm 2026,informational-product,App hỗ Trợ Thủ Tục Thuê xe Năm 2026,app-ho-tro-thu-tuc-thue-xe-nam-2026,blog/app/app-ho-tro-thu-tuc-thue-xe-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0494,B10,RENT,PLANNED,khách du lịch thuê xe máy kỳ nghĩ lễ,Thuê xe máy; khách du lịch thuê xe máy kỳ nghĩ lễ,commercial-informational,Khách du Lịch Thuê xe Máy kỳ Nghĩ lễ,khach-du-lich-thue-xe-may-ky-nghi-le,blog/thue-xe/khach-du-lich-thue-xe-may-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0495,B10,EV,PLANNED,ứng dụng tìm chỗ sạc xe cho khách du lịch,Xe điện / xe máy điện; ứng dụng tìm chỗ sạc xe cho khách du lịch,informational-product,Ứng Dụng Tìm Chỗ Sạc xe Cho Khách du Lịch,ung-dung-tim-cho-sac-xe-cho-khach-du-lich,blog/xe-dien/ung-dung-tim-cho-sac-xe-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0496,B10,GUIDE,PLANNED,thuê xe cho người dưới 18 tuổi cho người mới,Hướng dẫn / thủ tục; thuê xe cho người dưới 18 tuổi cho người mới,informational,Thuê xe Cho Người Dưới 18 Tuổi Cho Người Mới,thue-xe-cho-nguoi-duoi-18-tuoi-cho-nguoi-moi,blog/huong-dan/thue-xe-cho-nguoi-duoi-18-tuoi-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0497,B10,SAFE,PLANNED,ai chịu phạt khi đi xe thuê cho du khách,An toàn / pháp lý; ai chịu phạt khi đi xe thuê cho du khách,informational-legal,ai Chịu Phạt Khi đi xe Thuê Cho du Khách,ai-chiu-phat-khi-di-xe-thue-cho-du-khach,blog/an-toan/ai-chiu-phat-khi-di-xe-thue-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0498,B10,LOCAL,PLANNED,đường đồng by bike hai ngày một đêm,Địa phương / du lịch; đường đồng by bike hai ngày một đêm,local-informational,Đường Đồng by Bike Hai Ngày Một Đêm,duong-dong-by-bike-hai-ngay-mot-dem,blog/dia-phuong/duong-dong-by-bike-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0499,B10,APP,PLANNED,công cụ chọn xe theo kinh nghiệm lái năm 2026,App & Ứng dụng; công cụ chọn xe theo kinh nghiệm lái năm 2026,informational-product,Công cụ Chọn xe Theo Kinh Nghiệm Lái Năm 2026,cong-cu-chon-xe-theo-kinh-nghiem-lai-nam-2026,blog/app/cong-cu-chon-xe-theo-kinh-nghiem-lai-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0500,B10,RENT,PLANNED,thuê xe cho người cao tuổi kỳ nghĩ lễ,Thuê xe máy; thuê xe cho người cao tuổi kỳ nghĩ lễ,commercial-informational,Thuê xe Cho Người Cao Tuổi kỳ Nghĩ lễ,thue-xe-cho-nguoi-cao-tuoi-ky-nghi-le,blog/thue-xe/thue-xe-cho-nguoi-cao-tuoi-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0501,B11,EV,PLANNED,công cụ ước tính quãng đường xe điện cho khách du lịch,Xe điện / xe máy điện; công cụ ước tính quãng đường xe điện cho khách du lịch,informational-product,Công cụ Ước Tính Quãng Đường xe Điện Cho Khách du Lịch,cong-cu-uoc-tinh-quang-duong-xe-dien-cho-khach-du-lich,blog/xe-dien/cong-cu-uoc-tinh-quang-duong-xe-dien-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0502,B11,GUIDE,PLANNED,thuê xe cần người bảo lãnh không cho người mới,Hướng dẫn / thủ tục; thuê xe cần người bảo lãnh không cho người mới,informational,Thuê xe Cần Người Bảo Lãnh Không Cho Người Mới,thue-xe-can-nguoi-bao-lanh-khong-cho-nguoi-moi,blog/huong-dan/thue-xe-can-nguoi-bao-lanh-khong-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0503,B11,SAFE,PLANNED,cầm đồ xe máy đúng luật cho du khách,An toàn / pháp lý; cầm đồ xe máy đúng luật cho du khách,informational-legal,Cầm đồ xe Máy Đúng Luật Cho du Khách,cam-do-xe-may-dung-luat-cho-du-khach,blog/an-toan/cam-do-xe-may-dung-luat-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0504,B11,LOCAL,PLANNED,văn giang ev and bikes hai ngày một đêm,Địa phương / du lịch; văn giang ev and bikes hai ngày một đêm,local-informational,Văn Giang ev And Bikes Hai Ngày Một Đêm,van-giang-ev-and-bikes-hai-ngay-mot-dem,blog/dia-phuong/van-giang-ev-and-bikes-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0505,B11,APP,PLANNED,chatbot thuê xe máy có đáng tin không năm 2026,App & Ứng dụng; chatbot thuê xe máy có đáng tin không năm 2026,informational-product,Chatbot Thuê xe Máy có Đáng Tin Không Năm 2026,chatbot-thue-xe-may-co-dang-tin-khong-nam-2026,blog/app/chatbot-thue-xe-may-co-dang-tin-khong-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0506,B11,RENT,PLANNED,thuê xe hai người kỳ nghĩ lễ,Thuê xe máy; thuê xe hai người kỳ nghĩ lễ,commercial-informational,Thuê xe Hai Người kỳ Nghĩ lễ,thue-xe-hai-nguoi-ky-nghi-le,blog/thue-xe/thue-xe-hai-nguoi-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0507,B11,EV,PLANNED,xe điện và mùi môi trường cho khách du lịch,Xe điện / xe máy điện; xe điện và mùi môi trường cho khách du lịch,informational-product,xe Điện và Mùi Môi Trường Cho Khách du Lịch,xe-dien-va-mui-moi-truong-cho-khach-du-lich,blog/xe-dien/xe-dien-va-mui-moi-truong-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0508,B11,GUIDE,PLANNED,thời gian nhận xe sớm cho người mới,Hướng dẫn / thủ tục; thời gian nhận xe sớm cho người mới,informational,Thời Gian Nhận xe Sớm Cho Người Mới,thoi-gian-nhan-xe-som-cho-nguoi-moi,blog/huong-dan/thoi-gian-nhan-xe-som-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0509,B11,SAFE,PLANNED,mua bán xe máy giấy tờ cho du khách,An toàn / pháp lý; mua bán xe máy giấy tờ cho du khách,informational-legal,Mua Bán xe Máy Giấy tờ Cho du Khách,mua-ban-xe-may-giay-to-cho-du-khach,blog/an-toan/mua-ban-xe-may-giay-to-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0510,B11,LOCAL,PLANNED,chùa và Hà Nội hai ngày một đêm,Địa phương / du lịch; chùa và Hà Nội hai ngày một đêm,local-informational,Chùa và Hà Nội Hai Ngày Một Đêm,chua-va-ha-noi-hai-ngay-mot-dem,blog/dia-phuong/chua-va-ha-noi-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0511,B11,APP,PLANNED,xử lý dữ liệu cá nhân khi thuê xe online năm 2026,App & Ứng dụng; xử lý dữ liệu cá nhân khi thuê xe online năm 2026,informational-product,xử lý dữ Liệu cá Nhân Khi Thuê xe Online Năm 2026,xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-nam-2026,blog/app/xu-ly-du-lieu-ca-nhan-khi-thue-xe-online-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0512,B11,RENT,PLANNED,chở người thân trên xe thuê kỳ nghĩ lễ,Thuê xe máy; chở người thân trên xe thuê kỳ nghĩ lễ,commercial-informational,Chở Người Thân Trên xe Thuê kỳ Nghĩ lễ,cho-nguoi-than-tren-xe-thue-ky-nghi-le,blog/thue-xe/cho-nguoi-than-tren-xe-thue-ky-nghi-le/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0513,B11,EV,PLANNED,xe điện giảm tiếng ồn phố cho khách du lịch,Xe điện / xe máy điện; xe điện giảm tiếng ồn phố cho khách du lịch,informational-product,xe Điện Giảm Tiếng ồn Phố Cho Khách du Lịch,xe-dien-giam-tieng-on-pho-cho-khach-du-lich,blog/xe-dien/xe-dien-giam-tieng-on-pho-cho-khach-du-lich/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0514,B11,GUIDE,PLANNED,nhận xe ban đêm cho người mới,Hướng dẫn / thủ tục; nhận xe ban đêm cho người mới,informational,Nhận xe Ban Đêm Cho Người Mới,nhan-xe-ban-dem-cho-nguoi-moi,blog/huong-dan/nhan-xe-ban-dem-cho-nguoi-moi/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0515,B11,SAFE,PLANNED,kiểm định xe máy cho du khách,An toàn / pháp lý; kiểm định xe máy cho du khách,informational-legal,Kiểm Định xe Máy Cho du Khách,kiem-dinh-xe-may-cho-du-khach,blog/an-toan/kiem-dinh-xe-may-cho-du-khach/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0516,B11,LOCAL,PLANNED,đền nguyễn cần bằng xe hai ngày một đêm,Địa phương / du lịch; đền nguyễn cần bằng xe hai ngày một đêm,local-informational,Đền Nguyễn Cần Bằng xe Hai Ngày Một Đêm,den-nguyen-can-bang-xe-hai-ngay-mot-dem,blog/dia-phuong/den-nguyen-can-bang-xe-hai-ngay-mot-dem/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0517,B11,APP,PLANNED,kịch bản dùng app thuê xe cho người mới năm 2026,App & Ứng dụng; kịch bản dùng app thuê xe cho người mới năm 2026,informational-product,Kịch Bản Dùng App Thuê xe Cho Người Mới Năm 2026,kich-ban-dung-app-thue-xe-cho-nguoi-moi-nam-2026,blog/app/kich-ban-dung-app-thue-xe-cho-nguoi-moi-nam-2026/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
